role,full_name,username,email,password,department,program,roll_no,semester
student,CHHAYA BANERJEE,20261aim0014,20261aim0014@college.edu,20261aim0014@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0014,1
student,BIANCA DESAI,20261aim0015,20261aim0015@college.edu,20261aim0015@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0015,1
student,AISHA PATEL,20261aim0016,20261aim0016@college.edu,20261aim0016@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0016,1
student,CHIRAG MALHOTRA,20261aim0017,20261aim0017@college.edu,20261aim0017@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0017,1
student,CHHAYA BANERJEE,20261aim0018,20261aim0018@college.edu,20261aim0018@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0018,1
student,EMRAN KHAN,20261aim0019,20261aim0019@college.edu,20261aim0019@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0019,1
student,BHUVANESH VERMA,20261aim0020,20261aim0020@college.edu,20261aim0020@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0020,1
student,DALIT KUMAR,20261aim0021,20261aim0021@college.edu,20261aim0021@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0021,1
student,DALIT KUMAR,20261aim0022,20261aim0022@college.edu,20261aim0022@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0022,1
student,DALIT KUMAR,20261aim0023,20261aim0023@college.edu,20261aim0023@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0023,1
student,AISHA PATEL,20261aim0024,20261aim0024@college.edu,20261aim0024@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0024,1
student,AISHA PATEL,20261aim0025,20261aim0025@college.edu,20261aim0025@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0025,1
student,EDEN PATEL,20261aim0026,20261aim0026@college.edu,20261aim0026@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0026,1
student,DEVANSH TIWARI,20261aim0027,20261aim0027@college.edu,20261aim0027@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0027,1
student,DIYA CHOPRA,20261aim0028,20261aim0028@college.edu,20261aim0028@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0028,1
student,ANANYA GUPTA,20261aim0029,20261aim0029@college.edu,20261aim0029@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0029,1
student,CHARVI PATEL,20261aim0030,20261aim0030@college.edu,20261aim0030@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0030,1
student,EDEN PATEL,20261aim0031,20261aim0031@college.edu,20261aim0031@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0031,1
student,ANANYA GUPTA,20261aim0032,20261aim0032@college.edu,20261aim0032@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0032,1
student,BIANCA DESAI,20261aim0033,20261aim0033@college.edu,20261aim0033@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0033,1
student,BALAJI NAIR,20261aim0034,20261aim0034@college.edu,20261aim0034@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0034,1
student,AKSHAY SINGH,20261aim0035,20261aim0035@college.edu,20261aim0035@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0035,1
student,CHARVI PATEL,20261aim0036,20261aim0036@college.edu,20261aim0036@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0036,1
student,BHUVANESH VERMA,20261aim0037,20261aim0037@college.edu,20261aim0037@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0037,1
student,BOOM BABU,20261aim0038,20261aim0038@college.edu,20261aim0038@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0038,1
student,BHAVNA REDDY,20261aim0039,20261aim0039@college.edu,20261aim0039@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0039,1
student,ARJUN KUMAR,20261aim0040,20261aim0040@college.edu,20261aim0040@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0040,1
student,ANANYA GUPTA,20261aim0041,20261aim0041@college.edu,20261aim0041@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0041,1
student,CHIRAG MALHOTRA,20261aim0042,20261aim0042@college.edu,20261aim0042@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0042,1
student,AISHA PATEL,20261aim0043,20261aim0043@college.edu,20261aim0043@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0043,1
student,BHUVANESH VERMA,20261aim0044,20261aim0044@college.edu,20261aim0044@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0044,1
student,BALAJI NAIR,20261aim0045,20261aim0045@college.edu,20261aim0045@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0045,1
student,DEVANSH TIWARI,20261aim0046,20261aim0046@college.edu,20261aim0046@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0046,1
student,EMRAN KHAN,20261aim0047,20261aim0047@college.edu,20261aim0047@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0047,1
student,ARJUN KUMAR,20261aim0048,20261aim0048@college.edu,20261aim0048@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0048,1
student,CHANDNI SHARMA,20261aim0049,20261aim0049@college.edu,20261aim0049@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0049,1
student,CHANDNI SHARMA,20261aim0050,20261aim0050@college.edu,20261aim0050@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0050,1
student,AISHA PATEL,20261aim0051,20261aim0051@college.edu,20261aim0051@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0051,1
student,BHUVANESH VERMA,20261aim0052,20261aim0052@college.edu,20261aim0052@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0052,1
student,DEEP SHARMA,20261aim0053,20261aim0053@college.edu,20261aim0053@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0053,1
student,DIYA CHOPRA,20261aim0054,20261aim0054@college.edu,20261aim0054@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0054,1
student,CHARVI PATEL,20261aim0055,20261aim0055@college.edu,20261aim0055@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0055,1
student,BHAVNA REDDY,20261aim0056,20261aim0056@college.edu,20261aim0056@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0056,1
student,EMRAN KHAN,20261aim0057,20261aim0057@college.edu,20261aim0057@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0057,1
student,AARAV SHARMA,20261aim0058,20261aim0058@college.edu,20261aim0058@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0058,1
student,BALAJI NAIR,20261aim0059,20261aim0059@college.edu,20261aim0059@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0059,1
student,EKTA SINHA,20261aim0060,20261aim0060@college.edu,20261aim0060@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0060,1
student,AKSHAY SINGH,20261aim0061,20261aim0061@college.edu,20261aim0061@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0061,1
student,BHUVANESH VERMA,20261aim0062,20261aim0062@college.edu,20261aim0062@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20261aim0062,1
student,DEVANSH TIWARI,20262aim0001,20262aim0001@college.edu,20262aim0001@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0001,2
student,BHUVANESH VERMA,20262aim0002,20262aim0002@college.edu,20262aim0002@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0002,2
student,CHIRAG MALHOTRA,20262aim0003,20262aim0003@college.edu,20262aim0003@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0003,2
student,AARAV SHARMA,20262aim0004,20262aim0004@college.edu,20262aim0004@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0004,2
student,CHHAYA BANERJEE,20262aim0005,20262aim0005@college.edu,20262aim0005@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0005,2
student,CHIRAG MALHOTRA,20262aim0006,20262aim0006@college.edu,20262aim0006@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0006,2
student,BHAVNA REDDY,20262aim0007,20262aim0007@college.edu,20262aim0007@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0007,2
student,ARJUN KUMAR,20262aim0008,20262aim0008@college.edu,20262aim0008@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0008,2
student,AKSHAY SINGH,20262aim0009,20262aim0009@college.edu,20262aim0009@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0009,2
student,DARSHAN REDDY,20262aim0010,20262aim0010@college.edu,20262aim0010@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0010,2
student,DEEP SHARMA,20262aim0011,20262aim0011@college.edu,20262aim0011@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0011,2
student,EDEN PATEL,20262aim0012,20262aim0012@college.edu,20262aim0012@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0012,2
student,ARJUN KUMAR,20262aim0013,20262aim0013@college.edu,20262aim0013@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0013,2
student,CHANDNI SHARMA,20262aim0014,20262aim0014@college.edu,20262aim0014@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0014,2
student,DIYA CHOPRA,20262aim0015,20262aim0015@college.edu,20262aim0015@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0015,2
student,ESWAR NAIR,20262aim0016,20262aim0016@college.edu,20262aim0016@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0016,2
student,DEEP SHARMA,20262aim0017,20262aim0017@college.edu,20262aim0017@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0017,2
student,AKSHAY SINGH,20262aim0018,20262aim0018@college.edu,20262aim0018@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0018,2
student,AISHA PATEL,20262aim0019,20262aim0019@college.edu,20262aim0019@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0019,2
student,ESWAR NAIR,20262aim0020,20262aim0020@college.edu,20262aim0020@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0020,2
student,AISHA PATEL,20262aim0021,20262aim0021@college.edu,20262aim0021@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0021,2
student,ESHA VERMA,20262aim0022,20262aim0022@college.edu,20262aim0022@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0022,2
student,CHARVI PATEL,20262aim0023,20262aim0023@college.edu,20262aim0023@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0023,2
student,ARJUN KUMAR,20262aim0024,20262aim0024@college.edu,20262aim0024@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0024,2
student,DALIT KUMAR,20262aim0025,20262aim0025@college.edu,20262aim0025@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0025,2
student,CHIRAG MALHOTRA,20262aim0026,20262aim0026@college.edu,20262aim0026@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0026,2
student,DEEP SHARMA,20262aim0027,20262aim0027@college.edu,20262aim0027@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0027,2
student,DIYA CHOPRA,20262aim0028,20262aim0028@college.edu,20262aim0028@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0028,2
student,DARSHAN REDDY,20262aim0029,20262aim0029@college.edu,20262aim0029@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0029,2
student,DIYA CHOPRA,20262aim0030,20262aim0030@college.edu,20262aim0030@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0030,2
student,CHHAYA BANERJEE,20262aim0031,20262aim0031@college.edu,20262aim0031@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0031,2
student,CHIRAG MALHOTRA,20262aim0032,20262aim0032@college.edu,20262aim0032@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0032,2
student,EKTA SINHA,20262aim0033,20262aim0033@college.edu,20262aim0033@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0033,2
student,DEEP SHARMA,20262aim0034,20262aim0034@college.edu,20262aim0034@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0034,2
student,DEVANSH TIWARI,20262aim0035,20262aim0035@college.edu,20262aim0035@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0035,2
student,DALIT KUMAR,20262aim0036,20262aim0036@college.edu,20262aim0036@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0036,2
student,BHAVNA REDDY,20262aim0037,20262aim0037@college.edu,20262aim0037@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0037,2
student,CHARVI PATEL,20262aim0038,20262aim0038@college.edu,20262aim0038@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0038,2
student,AKSHAY SINGH,20262aim0039,20262aim0039@college.edu,20262aim0039@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0039,2
student,CHIRAG MALHOTRA,20262aim0040,20262aim0040@college.edu,20262aim0040@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0040,2
student,BHUVANESH VERMA,20262aim0041,20262aim0041@college.edu,20262aim0041@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0041,2
student,BOOM BABU,20262aim0042,20262aim0042@college.edu,20262aim0042@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0042,2
student,EKTA SINHA,20262aim0043,20262aim0043@college.edu,20262aim0043@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0043,2
student,CHETAN MAHESHWARI,20262aim0044,20262aim0044@college.edu,20262aim0044@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0044,2
student,DARSHAN REDDY,20262aim0045,20262aim0045@college.edu,20262aim0045@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0045,2
student,BHUVANESH VERMA,20262aim0046,20262aim0046@college.edu,20262aim0046@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0046,2
student,CHANDNI SHARMA,20262aim0047,20262aim0047@college.edu,20262aim0047@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0047,2
student,CHARVI PATEL,20262aim0048,20262aim0048@college.edu,20262aim0048@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0048,2
student,CHHAYA BANERJEE,20262aim0049,20262aim0049@college.edu,20262aim0049@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0049,2
student,ESHA VERMA,20262aim0050,20262aim0050@college.edu,20262aim0050@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0050,2
student,EKTA SINHA,20262aim0051,20262aim0051@college.edu,20262aim0051@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0051,2
student,EKTA SINHA,20262aim0052,20262aim0052@college.edu,20262aim0052@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0052,2
student,CHHAYA BANERJEE,20262aim0053,20262aim0053@college.edu,20262aim0053@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0053,2
student,CHETAN MAHESHWARI,20262aim0054,20262aim0054@college.edu,20262aim0054@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0054,2
student,AISHA PATEL,20262aim0055,20262aim0055@college.edu,20262aim0055@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0055,2
student,CHIRAG MALHOTRA,20262aim0056,20262aim0056@college.edu,20262aim0056@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0056,2
student,ANANYA GUPTA,20262aim0057,20262aim0057@college.edu,20262aim0057@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0057,2
student,CHIRAG MALHOTRA,20262aim0058,20262aim0058@college.edu,20262aim0058@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0058,2
student,DALIT KUMAR,20262aim0059,20262aim0059@college.edu,20262aim0059@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0059,2
student,EKTA SINHA,20262aim0060,20262aim0060@college.edu,20262aim0060@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0060,2
student,DEVANSH TIWARI,20262aim0061,20262aim0061@college.edu,20262aim0061@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0061,2
student,BHAVNA REDDY,20262aim0062,20262aim0062@college.edu,20262aim0062@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20262aim0062,2
student,CHETAN MAHESHWARI,20263aim0001,20263aim0001@college.edu,20263aim0001@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0001,3
student,ARJUN KUMAR,20263aim0002,20263aim0002@college.edu,20263aim0002@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0002,3
student,AARAV SHARMA,20263aim0003,20263aim0003@college.edu,20263aim0003@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0003,3
student,EMRAN KHAN,20263aim0004,20263aim0004@college.edu,20263aim0004@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0004,3
student,EMRAN KHAN,20263aim0005,20263aim0005@college.edu,20263aim0005@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0005,3
student,DEEP SHARMA,20263aim0006,20263aim0006@college.edu,20263aim0006@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0006,3
student,DEVANSH TIWARI,20263aim0007,20263aim0007@college.edu,20263aim0007@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0007,3
student,AKSHAY SINGH,20263aim0008,20263aim0008@college.edu,20263aim0008@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0008,3
student,ESHA VERMA,20263aim0009,20263aim0009@college.edu,20263aim0009@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0009,3
student,CHANDNI SHARMA,20263aim0010,20263aim0010@college.edu,20263aim0010@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0010,3
student,DEEP SHARMA,20263aim0011,20263aim0011@college.edu,20263aim0011@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0011,3
student,CHIRAG MALHOTRA,20263aim0012,20263aim0012@college.edu,20263aim0012@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0012,3
student,BIANCA DESAI,20263aim0013,20263aim0013@college.edu,20263aim0013@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0013,3
student,BHUVANESH VERMA,20263aim0014,20263aim0014@college.edu,20263aim0014@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0014,3
student,EDEN PATEL,20263aim0015,20263aim0015@college.edu,20263aim0015@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0015,3
student,ARJUN KUMAR,20263aim0016,20263aim0016@college.edu,20263aim0016@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0016,3
student,CHETAN MAHESHWARI,20263aim0017,20263aim0017@college.edu,20263aim0017@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0017,3
student,EMRAN KHAN,20263aim0018,20263aim0018@college.edu,20263aim0018@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0018,3
student,CHIRAG MALHOTRA,20263aim0019,20263aim0019@college.edu,20263aim0019@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0019,3
student,CHETAN MAHESHWARI,20263aim0020,20263aim0020@college.edu,20263aim0020@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0020,3
student,ESHA VERMA,20263aim0021,20263aim0021@college.edu,20263aim0021@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0021,3
student,DEEP SHARMA,20263aim0022,20263aim0022@college.edu,20263aim0022@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0022,3
student,CHIRAG MALHOTRA,20263aim0023,20263aim0023@college.edu,20263aim0023@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0023,3
student,AARAV SHARMA,20263aim0024,20263aim0024@college.edu,20263aim0024@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0024,3
student,BIANCA DESAI,20263aim0025,20263aim0025@college.edu,20263aim0025@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0025,3
student,BOOM BABU,20263aim0026,20263aim0026@college.edu,20263aim0026@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0026,3
student,AARAV SHARMA,20263aim0027,20263aim0027@college.edu,20263aim0027@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0027,3
student,DEEP SHARMA,20263aim0028,20263aim0028@college.edu,20263aim0028@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0028,3
student,CHARVI PATEL,20263aim0029,20263aim0029@college.edu,20263aim0029@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0029,3
student,DEEP SHARMA,20263aim0030,20263aim0030@college.edu,20263aim0030@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0030,3
student,AARAV SHARMA,20263aim0031,20263aim0031@college.edu,20263aim0031@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0031,3
student,AKSHAY SINGH,20263aim0032,20263aim0032@college.edu,20263aim0032@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0032,3
student,AKSHAY SINGH,20263aim0033,20263aim0033@college.edu,20263aim0033@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0033,3
student,EKTA SINHA,20263aim0034,20263aim0034@college.edu,20263aim0034@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0034,3
student,BIANCA DESAI,20263aim0035,20263aim0035@college.edu,20263aim0035@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0035,3
student,AARAV SHARMA,20263aim0036,20263aim0036@college.edu,20263aim0036@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0036,3
student,ANANYA GUPTA,20263aim0037,20263aim0037@college.edu,20263aim0037@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0037,3
student,AISHA PATEL,20263aim0038,20263aim0038@college.edu,20263aim0038@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0038,3
student,BIANCA DESAI,20263aim0039,20263aim0039@college.edu,20263aim0039@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0039,3
student,AKSHAY SINGH,20263aim0040,20263aim0040@college.edu,20263aim0040@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0040,3
student,CHETAN MAHESHWARI,20263aim0041,20263aim0041@college.edu,20263aim0041@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0041,3
student,DALIT KUMAR,20263aim0042,20263aim0042@college.edu,20263aim0042@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0042,3
student,DEVANSH TIWARI,20263aim0043,20263aim0043@college.edu,20263aim0043@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0043,3
student,DALIT KUMAR,20263aim0044,20263aim0044@college.edu,20263aim0044@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0044,3
student,CHIRAG MALHOTRA,20263aim0045,20263aim0045@college.edu,20263aim0045@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0045,3
student,CHHAYA BANERJEE,20263aim0046,20263aim0046@college.edu,20263aim0046@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0046,3
student,CHETAN MAHESHWARI,20263aim0047,20263aim0047@college.edu,20263aim0047@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0047,3
student,BHUVANESH VERMA,20263aim0048,20263aim0048@college.edu,20263aim0048@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0048,3
student,AISHA PATEL,20263aim0049,20263aim0049@college.edu,20263aim0049@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0049,3
student,DEEP SHARMA,20263aim0050,20263aim0050@college.edu,20263aim0050@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0050,3
student,CHETAN MAHESHWARI,20263aim0051,20263aim0051@college.edu,20263aim0051@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0051,3
student,DIYA CHOPRA,20263aim0052,20263aim0052@college.edu,20263aim0052@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0052,3
student,DEEP SHARMA,20263aim0053,20263aim0053@college.edu,20263aim0053@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0053,3
student,DARSHAN REDDY,20263aim0054,20263aim0054@college.edu,20263aim0054@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0054,3
student,CHETAN MAHESHWARI,20263aim0055,20263aim0055@college.edu,20263aim0055@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0055,3
student,BHUVANESH VERMA,20263aim0056,20263aim0056@college.edu,20263aim0056@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0056,3
student,DALIT KUMAR,20263aim0057,20263aim0057@college.edu,20263aim0057@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0057,3
student,ARJUN KUMAR,20263aim0058,20263aim0058@college.edu,20263aim0058@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0058,3
student,DEVANSH TIWARI,20263aim0059,20263aim0059@college.edu,20263aim0059@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0059,3
student,CHETAN MAHESHWARI,20263aim0060,20263aim0060@college.edu,20263aim0060@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0060,3
student,DARSHAN REDDY,20263aim0061,20263aim0061@college.edu,20263aim0061@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0061,3
student,ESHA VERMA,20263aim0062,20263aim0062@college.edu,20263aim0062@123,ARTIFICIAL INTELLIGENCE & ML,AIM,20263aim0062,3
student,BHAVNA REDDY,20261bda0001,20261bda0001@college.edu,20261bda0001@123,BIG DATA ANALYTICS,BDA,20261bda0001,1
student,AKSHAY SINGH,20261bda0002,20261bda0002@college.edu,20261bda0002@123,BIG DATA ANALYTICS,BDA,20261bda0002,1
student,DEVANSH TIWARI,20261bda0003,20261bda0003@college.edu,20261bda0003@123,BIG DATA ANALYTICS,BDA,20261bda0003,1
student,DARSHAN REDDY,20261bda0004,20261bda0004@college.edu,20261bda0004@123,BIG DATA ANALYTICS,BDA,20261bda0004,1
student,DEEP SHARMA,20261bda0005,20261bda0005@college.edu,20261bda0005@123,BIG DATA ANALYTICS,BDA,20261bda0005,1
student,ESHA VERMA,20261bda0006,20261bda0006@college.edu,20261bda0006@123,BIG DATA ANALYTICS,BDA,20261bda0006,1
student,AARAV SHARMA,20261bda0007,20261bda0007@college.edu,20261bda0007@123,BIG DATA ANALYTICS,BDA,20261bda0007,1
student,ANANYA GUPTA,20261bda0008,20261bda0008@college.edu,20261bda0008@123,BIG DATA ANALYTICS,BDA,20261bda0008,1
student,DEVANSH TIWARI,20261bda0009,20261bda0009@college.edu,20261bda0009@123,BIG DATA ANALYTICS,BDA,20261bda0009,1
student,BOOM BABU,20261bda0010,20261bda0010@college.edu,20261bda0010@123,BIG DATA ANALYTICS,BDA,20261bda0010,1
student,AISHA PATEL,20261bda0011,20261bda0011@college.edu,20261bda0011@123,BIG DATA ANALYTICS,BDA,20261bda0011,1
student,DEVANSH TIWARI,20261bda0012,20261bda0012@college.edu,20261bda0012@123,BIG DATA ANALYTICS,BDA,20261bda0012,1
